Linux 3.11.0-17-generic (axle) 	04/11/14 	_x86_64_	(64 CPU)

23:09:32        CPU     %user     %nice   %system   %iowait    %steal     %idle
23:10:32        all     33.63      0.00      7.42      0.05      0.00     58.90
23:11:32        all     33.57      0.00      8.15      0.03      0.00     58.26
23:12:32        all     33.10      0.00      8.50      0.07      0.00     58.33
23:13:32        all     34.30      0.00      7.24      0.06      0.00     58.40
23:14:32        all     33.03      0.00      8.38      0.05      0.00     58.55
23:15:32        all     32.71      0.00      8.18      0.05      0.00     59.06
23:16:32        all     34.02      0.00      7.63      0.03      0.00     58.32
23:17:32        all     32.78      0.00      8.50      0.09      0.00     58.64
23:18:32        all     33.98      0.00      7.70      0.03      0.00     58.30
23:19:32        all     34.15      0.00      7.47      0.05      0.00     58.33
23:20:32        all     21.51      0.00      5.79      0.04      0.00     72.67
23:21:32        all      3.15      0.00      0.42      0.00      0.00     96.42
23:22:32        all      3.11      0.00      0.46      0.02      0.00     96.41
23:23:32        all      3.14      0.00      0.45      0.02      0.00     96.39
23:24:32        all      3.14      0.00      0.44      0.03      0.00     96.39
23:25:32        all      3.14      0.00      0.45      0.02      0.00     96.39
23:26:32        all      3.13      0.00      0.44      0.03      0.00     96.40
23:27:32        all      3.15      0.00      0.46      0.02      0.00     96.37
